mcid,tau,x,y,eta,E,px,py,pz
  211,1.02576000e+00,5.15538000e+00,-5.55866000e+00,-4.25000000e+00,4.52610092e+01,3.60278859e-01,3.32760212e-01,-4.52581360e+01
  211,1.07492000e+00,-7.30462000e+00,-1.90010000e+00,-3.50000000e+00,9.44973373e+00,-4.09762509e-01,-3.66038151e-01,-9.43271444e+00
  211,1.62493000e+00,-2.90085000e+00,7.10407000e+00,-1.00000000e+00,3.30847669e+00,-4.49967264e-01,9.50525494e-01,-3.13377871e+00
  211,1.77497000e+00,-7.53810000e+00,-1.70048000e+00,5.00000000e-01,1.13077760e+00,-9.19346809e-01,-3.49799318e-01,5.40018682e-01
  211,1.82503000e+00,4.50055000e+00,6.28041000e+00,-4.00000000e+00,1.62022877e+01,2.39064522e-01,7.52347740e-01,-1.61824429e+01
  211,1.97304000e+00,-5.97799000e+00,4.97217000e+00,4.75000000e+00,7.19036179e+01,-5.91884982e-01,9.33326541e-01,7.18949851e+01
  211,2.17560000e+00,7.81922000e+00,-6.97784000e-01,-1.00000000e+00,2.26733065e+00,1.40273080e+00,-1.14510361e-01,-1.77215756e+00
  211,2.21857000e+00,-6.39267000e+00,4.58832000e+00,7.50000000e-01,1.24581003e+00,-1.02523233e+00,3.09726321e-01,6.20911622e-01
  211,2.22258000e+00,7.58516000e+00,-2.12990000e+00,3.00000000e+00,5.53314638e+00,1.16425536e-01,-6.27885662e-01,5.49440037e+00
  211,2.37500000e+00,7.93019000e+00,-3.00086000e-01,-1.00000000e+00,6.46508396e-01,2.65534676e-01,1.27959432e-01,-5.58221312e-01
  211,2.42494000e+00,6.68769000e+00,-4.30070000e+00,7.50000000e-01,1.80439785e-01,1.06910282e-01,-3.28414399e-02,2.38822606e-02
  211,2.42597000e+00,7.24801000e+00,-3.29151000e+00,4.75000000e+00,7.42656631e+01,7.87699019e-01,-1.08252418e+00,7.42534677e+01
  211,2.52570000e+00,-4.69011000e+00,-6.46981000e+00,1.75000000e+00,1.44873464e+00,-1.89524339e-01,-2.28191473e-02,1.42930478e+00
  211,2.61778000e+00,-7.99399000e+00,7.24450000e-01,5.00000000e-01,7.95320928e-01,-6.44020693e-01,-1.86635491e-01,4.04302069e-01
  211,2.62602000e+00,8.01307000e+00,-4.97101000e-01,-2.25000000e+00,1.08636303e+01,1.48557926e+00,3.53029393e-01,-1.07548783e+01
  211,2.82498000e+00,7.66167000e+00,-2.70042000e+00,-2.50000000e+00,7.63439715e-01,2.50114863e-01,3.75573366e-02,-7.06677036e-01
  211,2.92390000e+00,-6.34350000e+00,5.12947000e+00,4.25000000e+00,3.74675407e+01,-9.38187882e-01,8.90239182e-01,3.74449516e+01
  211,2.97500000e+00,-8.15375000e+00,7.00091000e-01,4.00000000e+00,1.02643394e+01,-2.56533430e-01,-8.05934252e-02,1.02598677e+01
  211,2.97498000e+00,-2.90042000e+00,-7.65613000e+00,3.75000000e+00,1.41196957e+01,-1.10006664e-01,-8.70421301e-01,1.40917210e+01
  211,2.97389000e+00,4.31917000e+00,6.95053000e+00,4.50000000e+00,1.53008509e+01,7.18022912e-02,4.99909616e-01,1.52918766e+01
  211,2.97574000e+00,5.68292000e+00,5.88015000e+00,0.00000000e+00,2.71623939e-01,1.57919541e-01,1.57029530e-01,6.85778761e-02
  211,3.02580000e+00,6.27251000e+00,5.28346000e+00,3.00000000e+00,8.69116783e-01,1.31026442e-01,1.78669644e-01,8.28729995e-01
  211,3.12603000e+00,-4.87393000e+00,6.65525000e+00,-1.50000000e+00,1.70998871e+00,-4.96925622e-01,4.01695406e-01,-1.57996440e+00
  211,3.12395000e+00,7.97694000e+00,-2.10552000e+00,-3.75000000e+00,4.15602160e+00,3.53068784e-01,-1.48044427e-01,-4.13599583e+00
  211,3.22495000e+00,4.90060000e+00,6.68882000e+00,-1.75000000e+00,3.98807436e-01,6.30950665e-02,2.74901248e-01,-2.44981422e-01
  211,3.27500000e+00,8.24141000e+00,-1.10016000e+00,-2.25000000e+00,7.49473858e+00,7.72623779e-01,-2.16838472e-01,-7.45034630e+00
  211,3.42330000e+00,4.95060000e+00,6.76586000e+00,4.00000000e+00,1.46464720e+01,4.94159905e-01,2.17189405e-01,1.46358564e+01
  211,3.47401000e+00,6.33333000e+00,-5.52371000e+00,-1.75000000e+00,7.91859031e-01,3.81955998e-01,6.61460891e-02,-6.76236115e-01
  211,3.52547000e+00,-2.98383000e-01,8.41769000e+00,-1.75000000e+00,2.11153722e+00,3.35869185e-01,5.78566950e-01,-1.99788928e+00
  211,3.52363000e+00,7.56219000e+00,3.71781000e+00,4.00000000e+00,3.89743233e+01,2.07891234e+00,-6.21811373e-01,3.89136205e+01
