mcid,tau,x,y,eta,E,px,py,pz
  211,6.73696000e-01,5.42526000e+00,5.42526000e+00,-1.50000000e+00,1.64863467e+00,2.23543994e-02,3.91499109e-01,-1.59522571e+00
  211,9.23857000e-01,7.46130000e+00,1.07910000e+00,-5.00000000e-01,2.50565976e-01,4.05170353e-02,1.19138970e-01,1.65734096e-01
  211,1.02506000e+00,-6.49185000e+00,-3.90038000e+00,4.75000000e+00,5.21729136e+00,1.20697855e-02,2.27212325e-02,5.21536056e+00
  211,1.02500000e+00,3.00015000e-01,7.57248000e+00,-5.00000000e-01,2.50849575e-01,1.04962939e-01,1.70672426e-01,-5.74405640e-02
  211,1.02260000e+00,4.02338000e+00,6.41416000e+00,-2.00000000e+00,1.63029826e+00,2.67142533e-01,1.74450752e-01,-1.59266898e+00
  211,1.32493000e+00,4.50031000e+00,6.09612000e+00,4.25000000e+00,2.62039661e+01,-1.88926419e-01,6.97706326e-01,2.61936232e+01
  211,1.32548000e+00,5.45410000e+00,5.25493000e+00,0.00000000e+00,4.16801125e-01,3.79034747e-01,4.81423033e-02,9.08755411e-02
  211,1.37430000e+00,4.94434000e+00,5.75249000e+00,1.25000000e+00,1.12851167e+00,1.10820975e-02,7.79233332e-01,8.04196052e-01
  211,1.52500000e+00,9.00066000e-01,-7.58492000e+00,-1.75000000e+00,2.73848629e+00,-7.96494426e-02,-6.79785093e-01,-2.64790019e+00
  211,1.52588000e+00,6.04753000e+00,-4.65740000e+00,7.50000000e-01,5.60228884e-01,4.73218409e-01,-3.59651333e-02,2.62959086e-01
  211,1.62838000e+00,8.88528000e-01,7.60991000e+00,-1.00000000e+00,1.13053656e+00,-1.14408434e-01,2.94137200e-01,-1.07658122e+00
  211,1.62369000e+00,7.59108000e+00,-1.10622000e+00,-5.00000000e-01,1.92703053e-01,1.12962607e-01,3.61455494e-02,-5.98968254e-02
  211,1.76885000e+00,-6.19322000e+00,4.58966000e+00,2.50000000e+00,5.39745522e+00,-6.12365053e-01,6.02765131e-02,5.36044942e+00
  211,1.77558000e+00,-4.49144000e+00,6.26730000e+00,-3.00000000e+00,3.81471014e+00,-4.39985868e-01,1.92287975e-01,-3.78179474e+00
  211,1.92497000e+00,-3.50046000e+00,-6.93789000e+00,4.25000000e+00,1.17949257e+01,7.82479455e-02,-1.36148557e-01,1.17930541e+01
  211,1.92498000e+00,-2.50034000e+00,-7.35438000e+00,3.75000000e+00,1.46191168e+01,1.63648125e-01,-7.50406560e-01,1.45982608e+01
  211,2.12414000e+00,-6.54212000e+00,-4.30983000e+00,2.50000000e+00,4.04871607e+00,-3.97207277e-01,-1.72593997e-01,4.02306621e+00
  211,2.17464000e+00,2.10181000e+00,7.57513000e+00,1.50000000e+00,1.32007289e+00,3.38588029e-01,1.99565752e-01,1.25245530e+00
  211,2.32557000e+00,-5.48875000e+00,-5.68655000e+00,-5.00000000e-01,1.85502636e+00,-1.06628210e+00,-1.32105480e+00,-7.34506380e-01
  211,2.47500000e+00,-1.00035000e-01,7.97215000e+00,-4.50000000e+00,3.17208672e+01,4.57152618e-01,9.93497974e-01,-3.17017010e+01
