-7.0	0.5
-6.75	1.0
-6.5	1.0
-6.25	1.0
-6.0	1.0
-5.75	1.0
-5.5	1.0
-5.25	1.0
-5.0	1.0
-4.75	1.0
-4.5	1.0
-4.25	1.0
-4.0	1.0
-3.75	1.0
-3.5	1.0
-3.25	1.0
-3.0	1.0
-2.75	1.0
-2.5	1.0
-2.25	1.0
-2.0	1.0
-1.75	1.0
-1.5	1.0
-1.25	1.0
-1.0	1.0
-0.75	1.0
-0.5	1.0
-0.25	1.0
0.0	1.0
0.25	1.0
0.5	1.0
0.75	1.0
1.0	1.0
1.25	1.0
1.5	1.0
1.75	1.0
2.0	1.0
2.25	1.0
2.5	1.0
2.75	1.0
3.0	1.0
3.25	1.0
3.5	1.0
3.75	1.0
4.0	1.0
4.25	1.0
4.5	1.0
4.75	1.0
5.0	1.0
5.25	1.0
5.5	1.0
5.75	1.0
6.0	1.0
6.25	1.0
6.5	1.0
6.75	1.0
7.0	0.5
